"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Mar 17 2017","2457831","511444801","19.46","3.17e-8","1.29e-8","-1.72","-","99.78","1e-8","0","bin450.log"
"Mar 24 2017","2457838","512049601","20.59","3.32e-8","1.35e-8","-1.72","-","106.57","1e-8","0","bin451.log"
"Mar 31 2017","2457845","512654401","15.46","2.00e-8","1.02e-8","-1.72","-","113.33","1e-8","0","bin452.log"
"Apr 07 2017","2457852","513259201","20.62","4.48e-8","1.98e-8","-1.72","-","120.08","1e-8","0","bin453.log"
"Apr 14 2017","2457859","513864001","22.62","3.77e-8","1.49e-8","-1.72","-","126.85","1e-8","0","bin454.log"
"Apr 21 2017","2457866","514468801","38.64","4.30e-8","1.41e-8","-1.72","-","133.64","1e-8","0","bin455.log"
"Apr 28 2017","2457873","515073601","54.13","6.03e-8","1.73e-8","-1.72","-","140.48","1e-8","0","bin456.log"
"May 05 2017","2457880","515678401","48.79","5.16e-8","1.47e-8","-1.72","-","147.37","1e-8","0","bin457.log"
"May 12 2017","2457887","516283201","33.35","4.04e-8","1.46e-8","-1.72","-","154.31","1e-8","0","bin458.log"
"May 19 2017","2457894","516888001","9.3","1.82e-8","1.18e-8","-1.72","-","161.25","1e-8","0","bin459.log"
"May 26 2017","2457901","517492801","20.77","2.16e-8","1.10e-8","-1.72","-","168.05","1e-8","0","bin460.log"
"Jun 02 2017","2457907","518097601","23.15","3.22e-8","1.29e-8","-1.72","-","173.95","1e-8","0","bin461.log"
"Jun 09 2017","2457914","518702401","42.57","5.43e-8","1.65e-8","-1.72","-","173.99","1e-8","0","bin462.log"
"Jun 16 2017","2457921","519307201","27.99","2.76e-8","1.12e-8","-1.72","-","168.06","1e-8","0","bin463.log"
"Jun 23 2017","2457928","519912001","15.75","2.59e-8","1.26e-8","-1.72","-","161.15","1e-8","0","bin464.log"
"Jun 30 2017","2457935","520516801","0.19","< 3.04e-8","-","-","-","154.06","1e-8","0","bin465.log"
"Jul 07 2017","2457943","521121601","9.05","1.57e-8","1.16e-8","-1.72","-","146.97","1e-8","0","bin466.log"
"Jul 14 2017","2457950","521726401","3.27","< 2.36e-8","-","-","-","139.96","1e-8","0","bin467.log"
"Jul 21 2017","2457957","522331201","18.71","1.71e-8","9.89e-9","-1.72","-","133.07","1e-8","0","bin468.log"
"Jul 28 2017","2457964","522936001","55.25","5.26e-8","1.49e-8","-1.72","-","126.32","1e-8","0","bin469.log"
"Aug 04 2017","2457970","523540801","42.88","4.97e-8","1.59e-8","-1.72","-","119.72","1e-8","0","bin470.log"
"Aug 11 2017","2457977","524145601","25.87","3.49e-8","1.31e-8","-1.72","-","113.30","1e-8","0","bin471.log"
"Aug 18 2017","2457984","524750401","0","< 1.50e-8","-","-","-","107.03","1e-8","0","bin472.log"
"Aug 25 2017","2457991","525355201","34.34","3.31e-8","1.33e-8","-1.72","-","100.92","1e-8","0","bin473.log"
"Sep 01 2017","2457998","525960001","0","< 2.24e-8","-","-","-","94.95","1e-8","0","bin474.log"
"Sep 08 2017","2458005","526564801","18.19","2.34e-8","1.25e-8","-1.72","-","89.09","1e-8","0","bin475.log"
"Sep 15 2017","2458012","527169601","41.14","4.00e-8","1.25e-8","-1.72","-","83.33","1e-8","0","bin476.log"
"Sep 22 2017","2458019","527774401","20.31","2.60e-8","1.18e-8","-1.72","-","77.64","1e-8","0","bin477.log"
"Sep 29 2017","2458026","528379201","23.7","3.48e-8","1.37e-8","-1.72","-","71.99","1e-8","0","bin478.log"
"Oct 06 2017","2458033","528984001","0","< 2.72e-8","-","-","-","66.34","1e-8","0","bin479.log"
"Oct 13 2017","2458040","529588801","7.39","1.98e-8","1.18e-8","-1.72","-","60.66","1e-8","0","bin480.log"
"Oct 20 2017","2458047","530193601","13.74","2.79e-8","1.25e-8","-1.72","-","54.94","1e-8","0","bin481.log"
"Oct 27 2017","2458054","530798401","3.7","< 4.43e-8","-","-","-","49.14","1e-8","0","bin482.log"
"Nov 03 2017","2458061","531403201","13.02","2.05e-8","1.16e-8","-1.72","-","43.26","1e-8","0","bin483.log"
"Nov 10 2017","2458068","532008001","2.21","< 3.93e-8","-","-","-","37.31","1e-8","0","bin484.log"
"Nov 17 2017","2458075","532612801","36.92","3.41e-8","1.25e-8","-1.72","-","31.34","1e-8","0","bin485.log"
"Nov 24 2017","2458082","533217601","42.76","4.37e-8","1.48e-8","-1.72","-","25.51","1e-8","0","bin486.log"
"Dec 01 2017","2458089","533822401","52.79","5.26e-8","1.50e-8","-1.72","-","20.16","1e-8","0","bin487.log"
"Dec 08 2017","2458096","534427201","24.2","3.47e-8","1.31e-8","-1.72","-","16.08","1e-8","0","bin488.log"
"Dec 15 2017","2458103","535032001","19.77","3.67e-8","1.49e-8","-1.72","-","14.71","1e-8","0","bin489.log"
"Dec 22 2017","2458110","535636801","25.3","4.71e-8","1.73e-8","-1.72","-","16.95","1e-8","0","bin490.log"
"Dec 29 2017","2458117","536241601","47.53","4.26e-8","1.34e-8","-1.72","-","21.83","1e-8","0","bin491.log"
"Jan 05 2018","2458123","536846401","16.2","1.88e-8","1.14e-8","-1.72","-","28.05","1e-8","0","bin492.log"
"Jan 19 2018","2458137","538056001","7.32","2.32e-8","1.61e-8","-1.72","-","42.00","1e-8","0","bin494.log"
"Jan 26 2018","2458144","538660801","6.41","1.02e-8","7.94e-9","-1.72","-","49.23","1e-8","0","bin495.log"
"Feb 02 2018","2458151","539265601","20.12","3.97e-8","1.97e-8","-1.72","-","56.47","1e-8","0","bin496.log"
"Feb 09 2018","2458158","539870401","26.09","3.08e-8","1.27e-8","-1.72","-","63.68","1e-8","0","bin497.log"
"Feb 16 2018","2458165","540475201","28.91","2.92e-8","1.18e-8","-1.72","-","70.81","1e-8","0","bin498.log"
"Feb 23 2018","2458172","541080001","19.87","1.84e-8","9.05e-9","-1.72","-","77.87","1e-8","0","bin499.log"
"Mar 02 2018","2458181","541684801","16.33","2.61e-8","1.19e-8","-1.72","-","84.84","1e-8","0","bin500.log"
"Mar 09 2018","2458188","542289601","5.39","1.83e-8","1.21e-8","-1.72","-","91.74","1e-8","0","bin501.log"
"Mar 16 2018","2458195","542894401","14.99","4.82e-8","2.54e-8","-1.72","-","98.58","1e-8","0","bin502.log"
"Apr 06 2018","2458216","544708801","20.43","3.48e-8","2.35e-8","-1.72","-","118.88","1e-8","0","bin505.log"
"Apr 13 2018","2458223","545313601","0","< 7.60e-8","-","-","-","125.64","1e-8","0","bin506.log"
"Apr 27 2018","2458237","546523201","0.65","< 1.43e-7","-","-","-","139.27","1e-8","0","bin508.log"
"May 04 2018","2458244","547128001","54.57","2.95e-8","9.00e-9","-1.72","-","146.15","1e-8","0","bin509.log"
"May 11 2018","2458251","547732801","2.45","< 2.51e-8","-","-","-","153.07","1e-8","0","bin510.log"
"May 18 2018","2458258","548337601","0.21","< 9.17e-8","-","-","-","160.02","1e-8","0","bin511.log"
"May 25 2018","2458265","548942401","63.23","4.45e-8","1.18e-8","-1.72","-","166.87","1e-8","0","bin512.log"
"Jun 01 2018","2458272","549547201","39.7","4.31e-8","1.19e-8","-1.72","-","173.08","1e-8","0","bin513.log"
"Jun 08 2018","2458279","550152001","49.61","4.15e-8","1.25e-8","-1.72","-","174.67","1e-8","0","bin514.log"
"Jun 22 2018","2458293","551361601","81.54","4.86e-8","1.10e-8","-1.72","-","162.39","1e-8","0","bin516.log"
"Jun 29 2018","2458300","551966401","0","< 7.30e-7","-","-","-","155.32","1e-8","0","bin517.log"
"Jul 06 2018","2458307","552571201","47.03","4.88e-8","1.38e-8","-1.72","-","148.23","1e-8","0","bin518.log"
"Jul 13 2018","2458314","553176001","19.59","1.96e-8","8.40e-9","-1.72","-","141.20","1e-8","0","bin519.log"
"Jul 20 2018","2458321","553780801","23.58","1.81e-8","7.90e-9","-1.72","-","134.28","1e-8","0","bin520.log"
"Jul 27 2018","2458328","554385601","5.33","7.95e-9","8.07e-9","-1.72","-","127.51","1e-8","0","bin521.log"
"Aug 03 2018","2458334","554990401","37.68","2.65e-8","9.20e-9","-1.72","-","120.88","1e-8","0","bin522.log"
"Aug 10 2018","2458341","555595201","56.91","2.93e-8","8.30e-9","-1.72","-","114.42","1e-8","0","bin523.log"
"Aug 17 2018","2458348","556200001","1.72","< 6.43e-8","-","-","-","108.13","1e-8","0","bin524.log"
"Aug 24 2018","2458355","556804801","24.77","2.44e-8","1.11e-8","-1.72","-","101.99","1e-8","0","bin525.log"
"Aug 31 2018","2458362","557409601","50.55","4.23e-8","1.18e-8","-1.72","-","96.00","1e-8","0","bin526.log"
"Sep 07 2018","2458369","558014401","30.26","6.14e-8","2.19e-8","-1.72","-","90.12","1e-8","0","bin527.log"
"Sep 14 2018","2458376","558619201","41.77","3.19e-8","1.14e-8","-1.72","-","84.35","1e-8","0","bin528.log"
"Sep 21 2018","2458383","559224001","81.25","4.90e-8","1.18e-8","-1.72","-","78.65","1e-8","0","bin529.log"
"Sep 28 2018","2458390","559828801","47.96","3.40e-8","9.60e-9","-1.72","-","72.99","1e-8","0","bin530.log"
"Oct 05 2018","2458397","560433601","42.55","4.81e-8","1.30e-8","-1.72","-","67.34","1e-8","0","bin531.log"
"Oct 26 2018","2458418","562248001","18.57","1.53e-8","7.68e-9","-1.72","-","50.17","1e-8","0","bin534.log"
"Nov 02 2018","2458425","562852801","11.29","2.69e-8","1.13e-8","-1.72","-","44.31","1e-8","0","bin535.log"
"Nov 09 2018","2458432","563457601","51.25","3.10e-8","1.03e-8","-1.72","-","38.37","1e-8","0","bin536.log"
"Nov 16 2018","2458439","564062401","42.49","3.07e-8","9.60e-9","-1.72","-","32.40","1e-8","0","bin537.log"
"Nov 23 2018","2458446","564667201","59.62","3.15e-8","8.40e-9","-1.72","-","26.53","1e-8","0","bin538.log"
"Nov 30 2018","2458453","565272001","22.23","2.47e-8","1.20e-8","-1.72","-","21.05","1e-8","0","bin539.log"
"Dec 07 2018","2458460","565876801","32.43","1.85e-8","7.70e-9","-1.72","-","16.65","1e-8","0","bin540.log"
"Dec 14 2018","2458467","566481601","36.51","2.98e-8","9.10e-9","-1.72","-","14.69","1e-8","0","bin541.log"
"Dec 21 2018","2458474","567086401","29.92","2.64e-8","8.50e-9","-1.72","-","16.31","1e-8","0","bin542.log"
"Dec 28 2018","2458481","567691201","27.08","1.80e-8","7.50e-9","-1.72","-","20.84","1e-8","0","bin543.log"
"Jan 04 2019","2458488","568296001","33.54","1.84e-8","8.10e-9","-1.72","-","26.89","1e-8","0","bin544.log"
"Jan 11 2019","2458495","568900801","5.09","5.69e-9","5.46e-9","-1.72","-","33.64","1e-8","0","bin545.log"
"Jan 18 2019","2458502","569505601","18.23","3.16e-8","1.31e-8","-1.72","-","40.73","1e-8","0","bin546.log"
"Jan 25 2019","2458509","570110401","47.08","4.29e-8","1.28e-8","-1.72","-","47.94","1e-8","0","bin547.log"
"Feb 01 2019","2458515","570715201","64.36","4.34e-8","1.05e-8","-1.72","-","55.19","1e-8","0","bin548.log"
"Feb 08 2019","2458522","571320001","33.37","2.13e-8","8.20e-9","-1.72","-","62.40","1e-8","0","bin549.log"
"Feb 15 2019","2458529","571924801","38.62","4.50e-8","1.32e-8","-1.72","-","69.55","1e-8","0","bin550.log"
"Feb 22 2019","2458536","572529601","20.12","2.86e-8","1.20e-8","-1.72","-","76.62","1e-8","0","bin551.log"
"Mar 01 2019","2458546","573134401","16.33","2.43e-8","1.21e-8","-1.72","-","83.61","1e-8","0","bin552.log"
"Mar 08 2019","2458553","573739201","74.83","7.88e-8","1.81e-8","-1.72","-","90.52","1e-8","0","bin553.log"
"Mar 15 2019","2458560","574344001","58.23","7.11e-8","1.89e-8","-1.72","-","97.37","1e-8","0","bin554.log"
"Mar 22 2019","2458567","574948801","53.84","5.91e-8","1.68e-8","-1.72","-","104.16","1e-8","0","bin555.log"
"Mar 29 2019","2458574","575553601","57.52","4.74e-8","1.40e-8","-1.72","-","110.93","1e-8","0","bin556.log"
"Apr 05 2019","2458580","576158401","46.45","4.74e-8","1.39e-8","-1.72","-","117.68","1e-8","0","bin557.log"
"Apr 12 2019","2458587","576763201","49.02","4.28e-8","1.32e-8","-1.72","-","124.44","1e-8","0","bin558.log"
"Apr 19 2019","2458594","577368001","3.39","< 3.26e-8","-","-","-","131.23","1e-8","0","bin559.log"
"Apr 26 2019","2458601","577972801","33.99","2.93e-8","9.70e-9","-1.72","-","138.05","1e-8","0","bin560.log"
"May 03 2019","2458608","578577601","52.12","4.10e-8","1.34e-8","-1.72","-","144.92","1e-8","0","bin561.log"
"May 10 2019","2458615","579182401","30.74","4.73e-8","1.68e-8","-1.72","-","151.84","1e-8","0","bin562.log"
"May 17 2019","2458622","579787201","33.73","3.90e-8","1.34e-8","-1.72","-","158.79","1e-8","0","bin563.log"
"May 24 2019","2458629","580392001","31.88","3.79e-8","1.34e-8","-1.72","-","165.67","1e-8","0","bin564.log"
"May 31 2019","2458636","580996801","23.32","2.31e-8","8.60e-9","-1.72","-","172.10","1e-8","0","bin565.log"
"Jun 07 2019","2458643","581601601","37.92","2.75e-8","9.40e-9","-1.72","-","175.09","1e-8","0","bin566.log"
"Jun 14 2019","2458650","582206401","53.67","4.56e-8","1.31e-8","-1.72","-","170.39","1e-8","0","bin567.log"
"Jun 21 2019","2458657","582811201","44.9","3.92e-8","1.33e-8","-1.72","-","163.64","1e-8","0","bin568.log"
"Jun 28 2019","2458664","583416001","33.01","3.90e-8","1.27e-8","-1.72","-","156.58","1e-8","0","bin569.log"
"Jul 05 2019","2458671","584020801","21.56","3.97e-8","1.44e-8","-1.72","-","149.48","1e-8","0","bin570.log"
"Jul 12 2019","2458678","584625601","81.95","4.51e-8","1.08e-8","-1.72","-","142.44","1e-8","0","bin571.log"
"Jul 19 2019","2458685","585230401","95.37","7.83e-8","1.46e-8","-1.72","-","135.50","1e-8","0","bin572.log"
"Jul 26 2019","2458692","585835201","23.94","3.10e-8","1.19e-8","-1.72","-","128.70","1e-8","0","bin573.log"
"Aug 02 2019","2458699","586440001","23.96","5.96e-8","2.24e-8","-1.72","-","122.05","1e-8","0","bin574.log"
"Aug 09 2019","2458706","587044801","49.44","5.15e-8","1.48e-8","-1.72","-","115.56","1e-8","0","bin575.log"
"Aug 16 2019","2458713","587649601","57.7","6.13e-8","1.58e-8","-1.72","-","109.24","1e-8","0","bin576.log"
"Aug 23 2019","2458720","588254401","103.33","7.13e-8","1.66e-8","-1.72","-","103.07","1e-8","0","bin577.log"
"Aug 30 2019","2458727","588859201","76.27","5.97e-8","1.43e-8","-1.72","-","97.05","1e-8","0","bin578.log"
"Sep 06 2019","2458733","589464001","54.28","4.73e-8","1.19e-8","-1.72","-","91.16","1e-8","0","bin579.log"
"Sep 13 2019","2458740","590068801","45.16","5.32e-8","1.68e-8","-1.72","-","85.37","1e-8","0","bin580.log"
"Sep 20 2019","2458747","590673601","26.02","4.16e-8","1.59e-8","-1.72","-","79.66","1e-8","0","bin581.log"
"Sep 27 2019","2458754","591278401","59.31","5.52e-8","1.35e-8","-1.72","-","73.99","1e-8","0","bin582.log"
"Oct 04 2019","2458762","591883201","54.92","5.64e-8","1.45e-8","-1.72","-","68.34","1e-8","0","bin583.log"
"Oct 11 2019","2458769","592488001","48.69","4.84e-8","1.50e-8","-1.72","-","62.68","1e-8","0","bin584.log"
"Oct 18 2019","2458776","593092801","42.52","4.20e-8","1.40e-8","-1.72","-","56.98","1e-8","0","bin585.log"
"Oct 25 2019","2458783","593697601","50.99","4.73e-8","1.42e-8","-1.72","-","51.21","1e-8","0","bin586.log"
"Nov 01 2019","2458789","594302401","35.78","4.59e-8","1.44e-8","-1.72","-","45.36","1e-8","0","bin587.log"
"Nov 08 2019","2458796","594907201","95.04","5.99e-8","1.26e-8","-1.72","-","39.43","1e-8","0","bin588.log"
"Nov 15 2019","2458803","595512001","76.11","5.43e-8","1.22e-8","-1.72","-","33.46","1e-8","0","bin589.log"
"Nov 22 2019","2458810","596116801","77.79","5.95e-8","1.32e-8","-1.72","-","27.55","1e-8","0","bin590.log"
"Nov 29 2019","2458817","596721601","45.02","3.75e-8","1.25e-8","-1.72","-","21.97","1e-8","0","bin591.log"
"Dec 06 2019","2458824","597326401","69.38","8.09e-8","1.97e-8","-1.72","-","17.30","1e-8","0","bin592.log"
"Dec 13 2019","2458831","597931201","36.26","4.07e-8","1.39e-8","-1.72","-","14.79","1e-8","0","bin593.log"
"Dec 20 2019","2458838","598536001","74.49","5.66e-8","1.26e-8","-1.72","-","15.77","1e-8","0","bin594.log"
"Dec 27 2019","2458845","599140801","80.36","4.83e-8","1.21e-8","-1.72","-","19.89","1e-8","0","bin595.log"
"Jan 03 2020","2458852","599745601","77.93","4.43e-8","1.11e-8","-1.72","-","25.74","1e-8","0","bin596.log"
"Jan 10 2020","2458859","600350401","31.04","4.08e-8","1.39e-8","-1.72","-","32.41","1e-8","0","bin597.log"
"Jan 17 2020","2458866","600955201","69.14","8.04e-8","1.82e-8","-1.72","-","39.46","1e-8","0","bin598.log"
"Jan 24 2020","2458873","601560001","53.33","5.37e-8","1.60e-8","-1.72","-","46.66","1e-8","0","bin599.log"
"Jan 31 2020","2458880","602164801","18.89","3.80e-8","1.57e-8","-1.72","-","53.90","1e-8","0","bin600.log"
"Feb 07 2020","2458886","602769601","59.93","3.95e-8","1.05e-8","-1.72","-","61.13","1e-8","0","bin601.log"
"Feb 14 2020","2458893","603374401","131.87","7.17e-8","1.40e-8","-1.72","-","68.29","1e-8","0","bin602.log"
"Feb 21 2020","2458900","603979201","56.91","5.93e-8","1.61e-8","-1.72","-","75.37","1e-8","0","bin603.log"
"Feb 28 2020","2458907","604584001","64.29","5.99e-8","1.55e-8","-1.72","-","82.37","1e-8","0","bin604.log"
"Mar 06 2020","2458916","605188801","59.77","4.95e-8","1.41e-8","-1.72","-","89.30","1e-8","0","bin605.log"
"Mar 13 2020","2458923","605793601","30.02","3.86e-8","1.32e-8","-1.72","-","96.15","1e-8","0","bin606.log"
"Mar 20 2020","2458930","606398401","79.83","5.72e-8","1.67e-8","-1.72","-","102.96","1e-8","0","bin607.log"
"Mar 27 2020","2458937","607003201","56.57","5.81e-8","1.58e-8","-1.72","-","109.73","1e-8","0","bin608.log"
"Apr 03 2020","2458943","607608001","78.93","6.18e-8","1.49e-8","-1.72","-","116.48","1e-8","0","bin609.log"
"Apr 10 2020","2458950","608212801","26.69","4.26e-8","1.49e-8","-1.72","-","123.24","1e-8","0","bin610.log"
"Apr 17 2020","2458957","608817601","79.13","4.91e-8","1.25e-8","-1.72","-","130.02","1e-8","0","bin611.log"
"Apr 24 2020","2458964","609422401","105.21","6.09e-8","1.25e-8","-1.72","-","136.83","1e-8","0","bin612.log"
"May 01 2020","2458972","610027201","111.31","6.68e-8","1.42e-8","-1.72","-","143.70","1e-8","0","bin613.log"
"May 08 2020","2458979","610632001","70.49","6.15e-8","1.65e-8","-1.72","-","150.61","1e-8","0","bin614.log"
"May 15 2020","2458986","611236801","30.9","4.79e-8","1.58e-8","-1.72","-","157.55","1e-8","0","bin615.log"
"May 22 2020","2458993","611841601","15.22","3.09e-8","1.33e-8","-1.72","-","164.46","1e-8","0","bin616.log"
"May 29 2020","2459000","612446401","46.65","2.63e-8","9.00e-9","-1.72","-","171.05","1e-8","0","bin617.log"
"Jun 05 2020","2459006","613051201","43.02","3.70e-8","1.10e-8","-1.72","-","175.19","1e-8","0","bin618.log"
"Jun 12 2020","2459013","613656001","25.08","2.39e-8","9.60e-9","-1.72","-","171.49","1e-8","0","bin619.log"
"Jun 19 2020","2459020","614260801","34.27","3.33e-8","1.20e-8","-1.72","-","164.87","1e-8","0","bin620.log"
"Jun 26 2020","2459027","614865601","41.01","3.67e-8","1.29e-8","-1.72","-","157.84","1e-8","0","bin621.log"
"Jul 03 2020","2459035","615470401","57.16","5.95e-8","1.67e-8","-1.72","-","150.74","1e-8","0","bin622.log"
"Jul 10 2020","2459042","616075201","31.3","3.56e-8","1.28e-8","-1.72","-","143.68","1e-8","0","bin623.log"
"Jul 17 2020","2459049","616680001","36.86","2.58e-8","8.40e-9","-1.72","-","136.72","1e-8","0","bin624.log"
"Jul 24 2020","2459056","617284801","36.32","1.95e-8","7.90e-9","-1.72","-","129.89","1e-8","0","bin625.log"
"Jul 31 2020","2459063","617889601","67.77","3.66e-8","1.16e-8","-1.72","-","123.21","1e-8","0","bin626.log"
"Aug 07 2020","2459069","618494401","7.8","2.13e-8","1.29e-8","-1.72","-","116.70","1e-8","0","bin627.log"
"Aug 14 2020","2459076","619099201","67.81","5.31e-8","1.50e-8","-1.72","-","110.35","1e-8","0","bin628.log"
"Aug 21 2020","2459083","619704001","64.37","4.67e-8","1.44e-8","-1.72","-","104.15","1e-8","0","bin629.log"
"Aug 28 2020","2459090","620308801","55.85","4.10e-8","1.33e-8","-1.72","-","98.11","1e-8","0","bin630.log"
"Sep 04 2020","2459096","620913601","15.66","2.54e-8","1.06e-8","-1.72","-","92.19","1e-8","0","bin631.log"
"Sep 11 2020","2459103","621518401","32.84","3.91e-8","1.32e-8","-1.72","-","86.39","1e-8","0","bin632.log"
"Sep 18 2020","2459110","622123201","27.88","3.73e-8","1.49e-8","-1.72","-","80.66","1e-8","0","bin633.log"
"Sep 25 2020","2459117","622728001","39.76","3.68e-8","1.41e-8","-1.72","-","74.99","1e-8","0","bin634.log"
"Oct 02 2020","2459125","623332801","59.18","3.81e-8","1.02e-8","-1.72","-","69.35","1e-8","0","bin635.log"
"Oct 09 2020","2459132","623937601","81.22","5.44e-8","1.48e-8","-1.72","-","63.69","1e-8","0","bin636.log"
"Oct 16 2020","2459139","624542401","18.28","3.62e-8","1.55e-8","-1.72","-","58.00","1e-8","0","bin637.log"
"Oct 23 2020","2459146","625147201","75.44","7.36e-8","1.71e-8","-1.72","-","52.24","1e-8","0","bin638.log"
"Oct 30 2020","2459153","625752001","51.99","6.06e-8","1.62e-8","-1.72","-","46.40","1e-8","0","bin639.log"
"Nov 06 2020","2459159","626356801","54.12","5.95e-8","1.59e-8","-1.72","-","40.48","1e-8","0","bin640.log"
"Nov 13 2020","2459166","626961601","63.93","6.75e-8","1.43e-8","-1.72","-","34.52","1e-8","0","bin641.log"
"Nov 20 2020","2459173","627566401","58.62","4.41e-8","1.10e-8","-1.72","-","28.59","1e-8","0","bin642.log"
"Nov 27 2020","2459180","628171201","65.84","4.65e-8","1.33e-8","-1.72","-","22.92","1e-8","0","bin643.log"
"Dec 04 2020","2459188","628776001","67.62","6.00e-8","1.67e-8","-1.72","-","18.02","1e-8","0","bin644.log"
"Dec 11 2020","2459195","629380801","54.78","5.77e-8","1.61e-8","-1.72","-","15.01","1e-8","0","bin645.log"
"Dec 18 2020","2459202","629985601","109.62","7.52e-8","1.69e-8","-1.72","-","15.33","1e-8","0","bin646.log"
"Dec 25 2020","2459209","630590401","35.29","3.88e-8","1.09e-8","-1.72","-","19.00","1e-8","0","bin647.log"
"Jan 01 2021","2459215","631195201","39.62","2.69e-8","9.30e-9","-1.72","-","24.63","1e-8","0","bin648.log"
"Jan 08 2021","2459222","631800001","109.34","6.75e-8","1.35e-8","-1.72","-","31.19","1e-8","0","bin649.log"
"Jan 15 2021","2459229","632404801","31.71","3.70e-8","1.41e-8","-1.72","-","38.19","1e-8","0","bin650.log"
"Jan 22 2021","2459236","633009601","80.1","7.08e-8","1.69e-8","-1.72","-","45.37","1e-8","0","bin651.log"
"Jan 29 2021","2459243","633614401","25.26","3.25e-8","1.35e-8","-1.72","-","52.62","1e-8","0","bin652.log"
"Feb 05 2021","2459250","634219201","31.67","3.36e-8","1.28e-8","-1.72","-","59.85","1e-8","0","bin653.log"
"Feb 12 2021","2459257","634824001","70.37","5.33e-8","1.25e-8","-1.72","-","67.02","1e-8","0","bin654.log"
"Feb 19 2021","2459264","635428801","100.78","5.84e-8","1.31e-8","-1.72","-","74.12","1e-8","0","bin655.log"
"Feb 26 2021","2459271","636033601","33.96","5.04e-8","1.58e-8","-1.72","-","81.14","1e-8","0","bin656.log"
"Mar 05 2021","2459280","636638401","105.84","8.86e-8","1.85e-8","-1.72","-","88.07","1e-8","0","bin657.log"
"Mar 12 2021","2459287","637243201","82.08","7.05e-8","1.69e-8","-1.72","-","94.94","1e-8","0","bin658.log"
"Mar 19 2021","2459294","637848001","50.94","5.83e-8","1.63e-8","-1.72","-","101.75","1e-8","0","bin659.log"
"Mar 26 2021","2459301","638452801","26.96","4.02e-8","1.48e-8","-1.72","-","108.53","1e-8","0","bin660.log"
"Apr 02 2021","2459307","639057601","54.19","5.82e-8","1.58e-8","-1.72","-","115.28","1e-8","0","bin661.log"
"Apr 09 2021","2459314","639662401","92.51","7.01e-8","1.66e-8","-1.72","-","122.04","1e-8","0","bin662.log"
"Apr 16 2021","2459321","640267201","98.42","8.31e-8","1.85e-8","-1.72","-","128.81","1e-8","0","bin663.log"
"Apr 23 2021","2459328","640872001","73.41","6.59e-8","1.47e-8","-1.72","-","135.62","1e-8","0","bin664.log"
"Apr 30 2021","2459335","641476801","190.14","7.95e-8","1.38e-8","-1.72","-","142.48","1e-8","0","bin665.log"
"May 07 2021","2459343","642081601","230.24","1.17e-7","1.75e-8","-1.72","-","149.38","1e-8","0","bin666.log"
"May 14 2021","2459350","642686401","78.72","6.63e-8","1.71e-8","-1.72","-","156.32","1e-8","0","bin667.log"
"May 21 2021","2459357","643291201","21.74","4.24e-8","1.50e-8","-1.72","-","163.25","1e-8","0","bin668.log"
"May 28 2021","2459364","643896001","16.71","3.41e-8","1.42e-8","-1.72","-","169.94","1e-8","0","bin669.log"
"Jun 04 2021","2459370","644500801","120.98","6.67e-8","1.33e-8","-1.72","-","174.95","1e-8","0","bin670.log"
"Jun 11 2021","2459377","645105601","117.96","5.86e-8","1.28e-8","-1.72","-","172.52","1e-8","0","bin671.log"
"Jun 18 2021","2459384","645710401","34.96","3.57e-8","1.13e-8","-1.72","-","166.09","1e-8","0","bin672.log"
"Jun 25 2021","2459391","646315201","64.68","6.75e-8","1.73e-8","-1.72","-","159.09","1e-8","0","bin673.log"
"Jul 02 2021","2459399","646920001","14.34","2.14e-8","1.09e-8","-1.72","-","152.00","1e-8","0","bin674.log"
"Jul 09 2021","2459406","647524801","43.41","4.91e-8","1.61e-8","-1.72","-","144.93","1e-8","0","bin675.log"
"Jul 16 2021","2459413","648129601","50.19","4.70e-8","1.27e-8","-1.72","-","137.95","1e-8","0","bin676.log"
"Jul 23 2021","2459420","648734401","111.41","5.81e-8","1.17e-8","-1.72","-","131.09","1e-8","0","bin677.log"
"Jul 30 2021","2459427","649339201","62.45","3.87e-8","1.10e-8","-1.72","-","124.39","1e-8","0","bin678.log"
"Aug 06 2021","2459433","649944001","85.74","6.27e-8","1.60e-8","-1.72","-","117.84","1e-8","0","bin679.log"
"Aug 13 2021","2459440","650548801","59.08","5.62e-8","1.58e-8","-1.72","-","111.46","1e-8","0","bin680.log"
"Aug 20 2021","2459447","651153601","25.44","2.89e-8","1.17e-8","-1.72","-","105.24","1e-8","0","bin681.log"
"Aug 27 2021","2459454","651758401","65.15","4.64e-8","1.40e-8","-1.72","-","99.17","1e-8","0","bin682.log"
"Sep 03 2021","2459461","652363201","50.79","4.93e-8","1.48e-8","-1.72","-","93.23","1e-8","0","bin683.log"
"Sep 10 2021","2459468","652968001","32.73","2.84e-8","9.90e-9","-1.72","-","87.41","1e-8","0","bin684.log"
"Sep 17 2021","2459475","653572801","52.05","4.24e-8","1.37e-8","-1.72","-","81.68","1e-8","0","bin685.log"
